;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160;165;170;175;180;185;190;195;200;205;210;215;220;225;230;235;240;245;250;255;260;265;270;275;280;285;290;295;300;305;310;315;320;325;330;335;340;345;350;355;360
bbc.co.uk;0.025593172287356636;0.04724501557800008;0.03230797992035035;0.06323014653712161;0.04789426465863776;0.0377333099939924;0.02337687073629077;0.044651710842760636;0.016326668850934232;0.04999704783530418;0.0658356604092345;0.06919259953819266;0.03783595350214542;0.000740809840592171;0.053651465913509076;0.05624958340111666;0.04621880944250386;0.02604816457194261;0.00286484073775746;0.054209578304801526;0.02646638224867791;0.0;0.019504598569829255;0.05632087774442876;0.037570160051967255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05893432848255216
bbc.com;0.0384690231313508;0.010460393457578715;0.010776345069384857;0.04374906177682011;0.0;0.043315593813821565;0.014719849288937216;0.012437074926532482;0.05678908423402328;0.0207094875111753;0.029790308668257468;0.05010345578296295;0.020388488718189414;0.04725792616483192;0.03929323997758274;0.04032536894153284;0.040373859445719404;0.012292038247857708;0.03719244949423494;0.0369642727186853;0.0018418926731735247;0.02619859554645039;0.02487646057152671;0.004223124568373266;0.02785659438365204;0.054248246286958506;0.026466071214156082;0.022843698441722682;0.028884199823404736;0.04616387508763178;0.049509633857422485;0.003640196882733922;0.027669691680253426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0501703976130616
nytimes.com;0.018065884371937863;0.012229462952674396;0.008926767992957885;0.0042495065781918695;0.009824971263638373;0.011386900673464963;0.006143580571392608;0.0006319714114257175;0.03214733559669376;0.009126127898996444;0.004292563240531112;0.00805283806402583;0.030474359666546574;0.018145251489799983;0.010530232766889743;0.018279692055586647;0.01942173793079336;0.0019182146420901407;0.02020645735888163;0.027011388893546408;0.014718372875659632;0.0005638636443554433;0.004936142008118429;0.02617821760430331;0.021562577690720883;0.0009904777391642932;0.013329781640783871;0.029911846513718636;0.0032244733985754745;0.020157121448719718;0.012854303053473473;0.021840684684531247;0.02866912779735257;0.015751752583885066;0.003697738453832729;0.020450354534218267;0.011401378942082823;0.02575050842361213;0.028114501687693475;0.01993491422545919;0.0052751622849361215;0.02177581695084092;0.014405133033284709;0.03018769311401586;0.017465810222110252;0.002730325642338352;0.013841087453521096;0.0058486709965831435;0.010141839663126193;0.005549808531682171;0.014815993895552725;0.003172358186230077;0.0283691633395816;0.017062253031877004;0.009079245009780924;0.0167012656448138;0.026019639664664102;0.02900353779535965;0.006122345739781105;0.013201106515021164;0.030110457915500793;0.0;0.025558567617925947;0.024476404843590233;0.0066235493095644325;0.007635711235164995;0.010295200061121269;0.0;0.0;0.0;0.0;0.009428467931705273
cnn.com;0.008122900120969608;0.012531879035735391;0.00414254545461425;0.02404670907501512;0.028271290814513794;0.02867590086793594;0.033400844150844725;0.000289878255061986;0.015515552211756125;0.0014904765877148157;0.006753192435459394;0.0254109628167166;0.01589880417821959;0.002937324528372779;0.014605686275481275;0.032748745781763934;0.002741975608007785;0.019380883880410985;0.004888299661511412;0.006076109941931287;0.019182730611628226;0.003539164539505582;0.01435640320760689;0.01423122313651466;0.010460881830066372;0.029902944464062293;0.03196928518048376;0.016954641329238247;0.02395316870829359;0.008251641789563854;0.019230213860321137;0.0004956385263622658;0.011225391934297124;0.01084305882853674;0.008513318378891677;0.007617883738000599;0.028341232849286906;0.009440783060125751;0.0027824098325137906;0.018894885977602572;0.012358894046155642;0.004916733002076752;0.00011899876914030069;0.02833201481525795;0.020934712115428442;0.001367360306685116;0.031189202062047464;0.026567443423643464;0.033425010711360316;0.017866503766069415;0.008864757017992202;0.027454975821172633;0.005469544410451027;0.013843330486312137;0.02429859978027743;0.0;0.016744457749363187;0.019088557615315214;0.026563239132417912;0.028684237277709856;0.024527355897056017;0.028394439539735125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020872768789392846
dailymail.co.uk;0.02156022538602959;0.024230536951476804;0.016072161825294085;0.022140598277666103;0.021105974882704596;0.014397961503333029;0.018732864509199164;0.022848655958126945;0.004259216022206185;0.007180800442622867;0.021277474891507574;0.024667393692470518;0.02333084144145441;0.016782025443331957;0.016300822199666262;0.0188812480371993;0.017459535337862493;0.015325792451920188;0.004923410603198565;0.008710509201760265;0.003388826232057261;0.005694898094180805;0.00485111464250136;0.010138251399349377;0.017637844905974177;0.023687030948468663;0.024995369765034012;0.019694350591342842;0.001604114208577374;0.0030964767850680925;0.02441851926081826;0.02607993972614024;0.019825448413662;0.019908194460842615;0.016484028346562353;0.014608511824999618;0.012379488009875702;0.005090899956898751;0.0233753349664421;0.02386681805837749;0.025682681462608388;0.025329791503707497;0.004035767380185223;0.02022750829462503;0.0045933569549051105;0.014326805914978397;0.010751693728364629;0.020585956621809075;0.016249800065482482;0.018787573809547247;0.020538219589670843;0.02319434317599857;0.004474770092407804;0.019284093415173457;0.014153851699055952;0.02171406009463529;0.01852568959793526;0.002715153651384561;0.014726044427930135;0.0001320748354743172;0.02314588148676196;0.002735689019230977;0.0;0.020787334429130354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01228834909279354
theguardian.com;0.004341001834290479;0.003291969915949615;0.016332441260856333;0.01916227547626984;0.00667123555654269;0.0160137932398484;0.0012881449186824794;0.004641439509849251;0.02592176129843766;0.02006192875355133;0.027640906146447698;0.015453388669433115;0.014567710477733632;0.02041157108916781;0.021835660078722417;0.011229274559858102;0.01606747470893261;0.018770465578999914;0.011527920560895171;0.007593031124587321;0.027983066783974338;0.02587018400658976;0.022628289798458386;0.024460671306834863;0.017739361027597024;0.006206964872292208;0.02480845162937071;0.022345941731886;0.012972257217175685;0.01325855735432698;0.02644371643187761;0.03092988980593969;0.02332346898137327;0.0057982028192439935;0.01951492037654263;0.01222549534173156;0.0072028830424012424;0.031375719125407424;0.017744897110052216;0.025691711677163616;0.011983468008430021;0.024275958619116543;0.009004765270182987;0.01642592971473463;0.01956994589648082;0.007553247639960799;0.021446294972966153;0.026968348574569548;0.02740057384558049;0.029084712771328982;0.00598465118203789;0.0009259291664674722;0.025550071515798856;0.013546240107621642;0.028823438570203273;0.016437896627954064;0.016922316052510784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01674816626476026
foxnews.com;0.024341127787291868;0.020028442408546704;0.045437807079531184;0.004917364282330242;0.015892048498406558;0.03926324248233339;0.031245007219215918;0.0020807183683302275;0.019980826784077088;0.04526665765518706;0.014052967064789609;0.017065415679487102;0.006507450273393643;0.030648008485357658;0.028903652748226625;0.03992972414875223;0.028540146446399756;0.018703202041503098;0.042740099664169764;0.007316666605413181;0.01794785265845715;0.04420356802302405;0.016545089280596212;0.03965281253122504;0.034375076184460555;0.005860359669494597;0.04141730069557164;0.010108262583008171;0.023573534642020513;0.03496903450058278;0.012977891028653285;0.01811377981275652;0.024949492496892718;0.043962202776032265;0.03726936395142718;0.0;0.02852290477546392;0.03977592903769946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042914969629891116
news.yahoo.com;0.358106683233459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641893316766541
finance.yahoo.com;0.04107645346509186;0.016869173068382756;0.02865026691474035;0.011835107506128529;0.008876882979893837;0.04783962622710889;0.029768256562420138;0.016499158483998303;0.028783397746802507;0.021332299423988902;0.01702821661100559;0.0472080004871448;0.030496626088861105;0.019162701024664983;0.036399576182044806;0.015398385039611837;0.0076710229865223955;0.03784392962599214;0.03952058643857012;0.047387751722487936;0.01232699966755318;0.05110517745321296;0.019478546288312137;0.01653783843796399;0.036133330012305384;0.03638407829453588;0.03620267154777169;0.0020948451972998237;0.04249022963564743;0.03855812586102052;0.03463509548051438;0.022732642216510127;0.022952987039455457;0.017680377309103417;0.04192945776696194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019110179206369673
